id,question,text
1570199482,Sân bay quốc tế Nội Bài thuộc huyện nào,"Sân bay quốc tế Nội Bài thuộc huyện Sóc Sơn , cách trung tâm thủ đô Hà Nội 35  km theo tuyến đường bộ về phía Tây Bắc . Khoảng cách này đã được rút ngắn còn lại 27  km khi cầu Nhật Tân và tuyến đường nối đầu cầu này với Nội Bài hoàn thành trong năm 2015 , ngoài ra còn có thể đi theo quốc lộ 3 dẫn từ cầu Chương Dương đến ngã 3  giao cắt với quốc lộ 2 để vào sân bay ."
1570199423,Hoá học là gì,"Hoá học , một nhánh của khoa học tự nhiên , là ngành nghiên cứu về thành phần , cấu trúc , tính chất , và sự thay đổi của vật chất . Hoá học nói về các nguyên tố , hợp chất , nguyên tử , phân tử , và các phản ứng hoá học xảy ra giữa những thành phần đó ."
1570199395,Văn học dân gian là gì,"Văn học dân gian ( VHDG ) hay văn học truyền miệng là những sáng tác văn học do nhân dân tạo nên và lưu truyền . VHDG cũng là những sáng tác nghệ thuật ngôn từ như văn học viết , nhưng lại có những đặc điểm riêng về lịch sử ra đời & phát triển , về người sáng tác , về cách thức sáng tác & lưu truyền , về nội dung tư tưởng & thể loại nghệ thuật"
1570199382,Khu di tích Côn Sơn Kiếp Bạc thuộc tỉnh nào,Khu di tích Côn Sơn - Kiếp Bạc là một trong 62 di tích quốc gia đặc biệt quan trọng của Việt Nam . Quần thể di tích này thuộc địa bàn thị xã Chí Linh tỉnh Hải Dương . Nơi đây gồm quần thể các di tích lịch sử liên quan đến những chiến công lẫy lừng trong ba lần quân dân thời Trần đánh thắng quân xâm lược Nguyên Mông thế kỷ XIII và trong cuộc kháng chiến 10 năm của nghĩa quân Lam Sơn chống quân Minh ở thế kỷ XV .
1570197574,Tên chính thức Bồ Đào Nha là gì,"Bồ Đào Nha ( tiếng Bồ Đào Nha : "" Portugal "" , ) , tên chính thức là Cộng hoà Bồ Đào Nha ( , ) , là một quốc gia nằm ở Tây Nam châu Âu trên bán đảo Iberia . Bồ Đào Nha là nước cực Tây của châu Âu lục địa . Bồ Đào Nha giáp với Đại Tây Dương ở phía Tây và phía Nam , giáp Tây Ban Nha ở phía Đông và phía Bắc ."
1570197425,Quốc gia có tỷ lệ người Công giáo trong tổng dân số xếp thứ năm ở châu Á,"Với gần 8% , Việt Nam là quốc gia có tỷ lệ người Công giáo trong tổng dân số xếp thứ năm ở châu Á ( sau Đông Timor , Philippines , Liban và Hàn Quốc ) . Thời cực thịnh , Công giáo tại Việt Nam còn được mệnh danh là "" Trưởng nữ Giáo hội bên Viễn Đông "" ."
1570180076,Tên thật của Hán Vũ Đế là gì,"Hán Vũ Đế ( chữ Hán : 漢武帝 ; 31 tháng 7 , 156 TCN - 29 tháng 3 , 87 TCN ) , hay được phiên thành Hán Võ Đế , tên thật Lưu Triệt , là vị hoàng đế thứ bảy của nhà Hán trong lịch sử Trung Quốc ."
1570179963,Ứng cử viên tổng thống Mỹ năm 2016 đại diện cho Đảng dân chủ là ai,"Hillary Diane Rodham Clinton  ( , sinh ngày 26 tháng 10 năm 1947 ) là ứng cử viên Tổng thống Mỹ năm 2016 đại diện cho Đảng Dân chủ . Trước đó , bà đã từng phục vụ trong nội các của Tổng thống Barack Obama với chức vụ Ngoại trưởng Hoa Kỳ thứ 67 từ ngày 21 tháng 1 năm 2009 đến ngày 1 tháng 2 năm 2013 ."
1570179930,Thủ đô của Trung Quốc là gì,"Trung Quốc , tên chính thức là nước Cộng hoà Nhân dân Trung Hoa , là một quốc gia có chủ quyền nằm tại Đông Á. Đây là quốc gia đông dân nhất trên thế giới , với số dân trên 1,405 tỷ người . Trung Quốc là quốc gia độc đảng do Đảng Cộng sản Trung Quốc cầm quyền , chính phủ trung ương đặt tại thủ đô Bắc Kinh ."
1570179896,Nguyễn Tuân sinh năm mấy,"Nguyễn Tuân sinh ngày 10 tháng 7 năm 1910 ở phố Hàng Bạc , Hà Nội , quê ở thôn Thượng Đình , xã Nhân Mục ( tên nôm là làng Mọc ) , nay thuộc phường Nhân Chính , quận Thanh Xuân , Hà Nội ."
1570179880,Tử Cấm Thành nằm ở đâu,"Tử Cấm thành Bắc Kinh , Trung Quốc hay Cố Cung ( theo cách gọi ngày nay ) , nằm ngay giữa trung tâm thành phố Bắc Kinh trước đây , là cung điện của các triều đại từ giữa nhà Minh đến cuối nhà Thanh Trung Quốc . Viện bảo tàng nằm trong Cố Cung được gọi là Viện bảo tàng Cố Cung ."
1570179850,Tên gọi Trà Vang có nguồn gốc từ đâu,"Trước đây vùng đất Trà Vinh còn được gọi là xứ Trà Vang . Tên Trà Vang vốn có nguồn gốc từ ngôn ngữ Môn-Khmer cổ mà dân gian thường gọi là Trah Păng . Tên gọi ấy phản ánh đặc điểm cảnh quan thuở xa xưa của một vùng đất mới được bồi đắp ở ven sông , ven biển , có nhiều vùng trũng , đầm lầy ..."
1570179798,Thu nhập bình quân đầu người của Bhutan đứng thứ mấy Nam Á,"Kinh tế Bhutan phụ thuộc rất lớn vào xuất khẩu thuỷ điện . Thu nhập bình quân đầu người của Bhutan cao thứ nhì tại Nam Á , đứng sau Maldives ."
1570179634,Công nguyên là gì,"Công Nguyên là kỉ nguyên bắt đầu bằng năm theo truyền thống được cho là năm sinh của Chúa Giêsu . Các năm trước đó được gọi là "" trước Công Nguyên "" hay "" trước Tây lịch "" ."
1570179623,Bồ Đào Nha là thành viên những tổ chức nào,"Bồ Đào Nha là thành viên sáng lập của NATO và Cộng đồng các quốc gia nói tiếng Bồ Đào Nha , và cũng là một thành viên của nhiều tổ chức quốc tế khác như Liên Hiệp Quốc , Liên minh châu Âu , Khu vực đồng euro , và OECD ."
1570179594,Trần Thiện Thanh sinh ngày nào,"Trần Thiện Thanh (12 tháng 6 năm 1942 – 13 tháng 5 năm 2005) là một trong những nhạc sĩ Việt Nam nổi tiếng nhất giai đoạn trước 1975. Một số bút hiệu khác của ông là Anh Chương (tên con trai ông), Trần Thiện Thanh Toàn (em trai ông, đã tử trận), Thanh Trân Trần Thị. Ông còn là ca sĩ với nghệ danh Nhật Trường và được xem như là một trong bốn giọng nam nổi tiếng nhất của nhạc vàng (""tứ trụ nhạc vàng"")."
1570179524,Vitas sinh ngày mấy,"Vitas là nghệ danh của Vitaly "" Vitalik "" Vladasovich Grachyov ( tiếng Latvia : "" Vitalij Vladasovič Gračëv "" ; tiếng Nga : "" Виталий Владасович Грачёв "" ; phiên âm tiếng Việt : Vi-ta-li "" Vi-ta-lích "" Vla-đa-sô-vích Gra-chốp , sinh ngày 19 tháng 2 năm 1979 ) , là một ca sĩ người Ukraina , hát chủ yếu bằng tiếng Nga , và là một người viết bài hát ."
1570071745,tôn giáo nào thờ rắn,"Đối với người Hindu , rắn như một biểu tượng của thần thánh và đi sâu vào tôn giáo của người Balamon với lễ hội của rắn . Rắn Naga là biểu tượng của linh vật bảo vệ tôn giáo , cội nguồn của sự sống và cái chết ."
1570009629,máy học là gì,"Máy học nghiên cứu cách thức để mô hình hoá bài toán cho phép máy tính tự động hiểu , xử lý và học từ dữ liệu để thực thi nhiệm vụ được giao cũng như cách đánh giá giúp tăng tính hiệu quả ."
1570009573,UNICEF là gì,"Quỹ Nhi đồng Liên Hiệp Quốc viết tắt là UNICEF ( tiếng Anh : "" United Nations Children ' s Fund "" ) là một quỹ cứu tế được thành lập bởi Đại hội đồng Liên Hiệp Quốc ngày 11 tháng 12 năm 1946 ."
1570008881,Nguyễn Phú Trọng là hai,"Nguyễn Phú Trọng ( sinh 14 tháng 4 năm 1944 ) là chính trị gia người Việt Nam . Ông hiện là Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam , Chủ tịch nước Cộng hoà xã hội chủ nghĩa Việt Nam , Đại biểu Quốc hội Việt Nam khoá XIV nhiệm kì 2016 – 2021 , thuộc đoàn đại biểu quốc hội thành phố Hà Nội ."
1570008747,ếch đồng là gì,"Ếch đồng ( danh pháp hai phần : "" Hoplobatrachus rugulosus "" ) là một loài ếch trong họ Ranidae ."
1570008695,Cu rốc là gì,"Họ Cu rốc hay chim gõ mõ ( danh pháp khoa học : Megalaimidae ) là một họ chim trong bộ Piciformes . Tuy nhiên , đôi khi họ này được gộp vào họ Capitonidae thành họ Capitonidae "" sensu lato "" hoặc vào họ Ramphastidae "" sensu lato "" ."
1570008613,cò lả là gì,"Điệu Cò lả là một trong những làn điệu hát ru dân ca đồng bằng Bắc Bộ , Việt Nam . Điệu cò lả là một giai điệu có nhiều vần , nhưng sự du dương của giai điệu giống như một điệp khúc ."
1570008508,Kim đồng là ai,"Kim Đồng ( 1929 – 15 tháng 2 năm 1943 ) là bí danh của Nông Văn Dèn ( một số sách báo ghi nhầm thành Nông Văn Dền ) , một thiếu niên người dân tộc Nùng , ở thôn Nà Mạ , xã Trường Hà , huyện Hà Quảng , tỉnh Cao Bằng . Anh là người đội trưởng đầu tiên của tổ chức Đội Thiếu niên Tiền phong Hồ Chí Minh . Đội TNTP HCM được thành lập ngày 15 tháng 5 năm 1941 ."
1570008425,Lý mạc sầu là ai,"Lý Mạc Sầu ( có bản dịch tiếng Việt là Lý Mạc Thu ) là một nhân vật hư cấu trong tiểu thuyết Thần điêu hiệp lữ của Kim Dung . Lý Mạc Sầu là đệ tử đời thứ ba của phái Cổ Mộ , là sư tỷ của Tiểu Long Nữ , là một con người rất xinh đẹp nhưng tàn độc với công phu Ngũ độc thần chưởng ( còn gọi là Xích luyện thần chưởng ) và Băng phách ngân châm ."
1569841348,Luật chơi bóng đá như thế nào,"Theo một cuộc khảo sát công bố vào năm 2001 của FIFA , tổ chức quản lý bóng đá trên thế giới , có hơn 240 triệu người thường xuyên chơi bóng đá ở hơn 200 quốc gia . Luật chơi đơn giản và dụng cụ thi đấu ít tốn kém giúp cho trò chơi này phát triển mạnh mẽ . Ở nhiều nước , bóng đá có vai trò quan trọng trong cuộc sống của người hâm mộ , trong cộng đồng địa phương hay cả quốc gia ; do đó có thể nói đây là môn thể thao phổ biến nhất thế giới ."
1569836617,Có bao nhiêu loại hình bóng đá,Hiện nay Luật bóng đá chính thức có 17 điều được áp dụng cho mọi cấp độ chơi bóng và chỉ có một vài sửa đổi nhỏ cho phù hợp với bóng đá nữ và bóng đá trẻ .
1569833696,Ngày giải phóng miền Nam thống nhất đất nước là ngày mấy,"Tối 9/5 , tại khuôn viên Đại sứ quán Việt Nam tại Malaysia , Ban Liên lạc cộng đồng người Việt Nam tại Malaysia đã tổ chức "" Ngày hội cộng đồng lần thứ 2 "" nhằm khơi dậy tinh thần hướng về cội nguồn nhân kỷ niệm 40 năm ngày Giải phóng miền Nam , thống nhất đất nước ( 30/4 ) và kỷ niệm 125 năm ngày sinh của Chủ tịch Hồ Chí Minh ( 19/5 ) ."
1569750067,Trần Thái Tông mất năm nào,"Trần Thái Tông, tên khai sinh là Trần Cảnh, là vị hoàng đế đầu tiên của Hoàng triều Trần nước Đại Việt. Ông giữ ngôi từ ngày 10 tháng 1 năm 1226 tới ngày 30 tháng 3 năm 1258, sau đó làm Thái thượng hoàng cho đến khi qua đời năm 1277. Trần Cảnh sinh ra vào thời Lý, quê ở làng Tức Mặc."
1569750006,Dân số của Iran 2017 là bao nhiêu,"Iran có dân số trên 79,92 triệu người tính đến năm 2017 , là quốc gia đông dân thứ 18 trên thế giới . Lãnh thổ Iran rộng 1.648.195  km2 , là quốc gia rộng thứ nhì tại Trung Đông và đứng thứ 17 thế giới . Iran có vị thế địa chính trị quan trọng do nằm tại phần trung tâm của đại lục Á-Âu và gần với eo biển Hormuz ."
1569750001,Trịnh Nguyễn phân tranh là thời kỳ gì,"Trịnh – Nguyễn phân tranh là thời kỳ phân chia giữa chế độ "" vua Lê chúa Trịnh "" ở phía Bắc sông Gianh ( sử gọi là Đàng Ngoài ) và chúa Nguyễn cai trị ở miền Nam ( Đàng Trong ) , mở đầu khi Trịnh Tráng đem quân đánh Nguyễn Phúc Nguyên năm 1627 và kết thúc vào cuối thế kỷ 18 khi nhà Tây Sơn đánh đổ cả chúa Nguyễn lẫn chúa Trịnh ."
1569749975,Các phần mềm được viết bằng gì,"Phần mềm máy tính ( tiếng Anh : "" Computer Software "" ) hay gọi tắt là "" Phần mềm "" ( "" Software "" ) là một tập hợp những câu lệnh hoặc chỉ thị ( "" Instruction "" ) được viết bằng một hoặc nhiều ngôn ngữ lập trình theo một trật tự xác định , và các "" dữ liệu "" hay "" tài liệu "" liên quan nhằm tự động thực hiện một số nhiệm vụ hay chức năng hoặc giải quyết một vấn đề cụ thể nào đó"
1569749948,Đơn vị đo áp suất trong hệ đo lường quốc tế là gì,Pascal ( ký hiệu Pa ) là đơn vị đo áp suất trong hệ đo lường quốc tế ( SI ) . Nó là một đơn vị dẫn xuất trong SI nghĩa là nó được suy ra từ việc các đơn vị cơ bản .
1569749833,George Washington mất năm nào,"Bệnh tình ngày thêm trầm trọng cho đến khi ông mất tại nhà vào khoảng 10h tối thứ bảy ngày 14 tháng 12 năm 1799 , thọ 67 tuổi . Lời cuối cùng của ông là "" ' Tis well "" ( tạm hiểu là tốt lắm , tôi chết đau đớn nhưng tôi không sợ ) ."
1569749639,Hoà thượng Thích Quảng Đức sinh năm mấy,"Theo đó thì ông sinh năm 1897 tại làng Hội Khánh , xã Vạn Khánh , huyện Vạn Ninh , tỉnh Khánh Hoà , thuộc miền Trung Việt Nam , trong một gia đình có bảy anh chị em , cha là Lâm Hữu Ứng và mẹ là Nguyễn Thị Nương . Năm lên bảy tuổi , cậu bé Lâm Văn Tức xuất gia tu học với hoà thượng Thích Hoằng Thâm , vừa là thầy bản sư , vừa là cậu ruột ."
1569749590,Thế vận hội bắt nguồn từ đâu,Thế vận hội bắt nguồn từ các cuộc thi đấu thể thao thời Hy Lạp cổ đại từ năm 776 trước Công Nguyên cho đến khi Hoàng đế La Mã là Theodosius I cấm đoán vào năm 394 . Và Thế vận hội hiện đại được Nam tước người Pháp Pierre Frèdy de Coubertin tổ chức lần đầu tiên vào cuối thế kỷ 19 .
1569749499,Bồ Đào Nha nằm ở khu vực nào,"Bồ Đào Nha ( tiếng Bồ Đào Nha : "" Portugal "" , ) , tên chính thức là Cộng hoà Bồ Đào Nha ( , ) , là một quốc gia nằm ở Tây Nam châu Âu trên bán đảo Iberia . Bồ Đào Nha là nước cực Tây của châu Âu lục địa . Bồ Đào Nha giáp với Đại Tây Dương ở phía Tây và phía Nam , giáp Tây Ban Nha ở phía Đông và phía Bắc ."
1569749085,Ai là vị vua thứ ba của vương triều Ma-ta-ga,"Ashoka Đại Đế là vị vua thứ ba của vương triều Ma-ta-ga thời Ấn Độ xưa , trị vì Ấn Độ từ năm 273 đến 232 trước CN ."
1569748696,Tiểu thuyết Ỷ Thiên Đồ Long ký do ai viết,"Ỷ Thiên Đồ Long ký (tiếng Trung: 倚天屠龍記), còn được dịch ra tiếng Việt là Cô gái Đồ Long, là một tiểu thuyết võ hiệp của nhà văn Kim Dung. Đây là cuốn cuối cùng trong bộ tiểu thuyết Xạ điêu tam khúc. Tiểu thuyết được Hương Cảng Thương báo xuất bản lần đầu năm 1961 tại Hồng Kông và sau đó bản tiếng Việt được Nhà xuất bản Văn học xuất bản tại Việt Nam."
1569748598,Đế quốc Nhật Bản tồn tại trong khoảng thời gian nào,Đế quốc Nhật Bản hay Đại Nhật Bản Đế quốc là một quốc gia dân tộc trong lịch sử Nhật Bản tồn tại từ cuộc cách mạng Minh Trị năm 1868 cho đến khi Hiến pháp Nhật Bản được ban hành vào năm 1947
1569748510,Đơn vị đo áp suất được đặt theo tên ai,"Trong hệ SI , đơn vị của áp suất bằng Newton trên mét vuông ( N / m ) , nó được gọi là Pascal ( Pa ) mang tên nhà toán học và vật lý người Pháp Blaise Pascal thế kỉ thứ 17 . Áp suất 1 Pa là rất nhỏ , nó xấp xỉ bằng áp suất của một đồng đô la tác dụng lên mặt bàn ."
1569748472,Huấn luyện viên của đội tuyển bóng đá quốc gia Tây Ban Nha là ai,"Đội tuyển bóng đá quốc gia Tây Ban Nha là đội tuyển của Liên đoàn bóng đá Hoàng gia Tây Ban Nha và đại diện cho Tây Ban Nha trên bình diện quốc tế . Huấn luyện viên của đội hiện nay là Luis Enrique . Tây Ban Nha còn có những biệt danh như "" La Roja "" ( "" Đội Quân Màu Đỏ "" ) , "" La Furia Roja "" ( "" Cơn Thịnh Nộ Màu Đỏ "" ) , "" La Furia Española "" ( "" Cơn Thịnh Nộ Của Tây Ban Nha "" ) hay đơn giản là "" La Furia "" ( "" Cơn Thịnh Nộ "" ) ."
1569655111,Nguyễn Văn Chi là ai,"Nguyễn Văn Chi ( sinh năm 1945 ) là một chính trị gia Việt Nam . Ông từng giữ chức Uỷ viên Bộ Chính trị Đảng Cộng sản Việt Nam khoá X , Uỷ viên Ban Bí thư khoá IX ( từ tháng 1 năm 2003 ) , khoá X , Chủ nhiệm Uỷ ban Kiểm tra Trung ương Đảng Cộng sản Việt Nam khoá IX , khoá X."
1569655101,Thành phố Biên Hoà là đô thị loại mấy,"Thành phố Biên Hoà là đô thị loại I , là đầu mối giao thông quan trọng của vùng kinh tế trọng điểm phía Nam , có dòng sông Đồng Nai chảy qua , cách trung tâm Thành phố Hồ Chí Minh 30  km , cách thành phố Vũng Tàu 90  km ."
1569655085,Phần lớn hổ sống ở đâu,"Phần lớn các loài hổ sống trong rừng và đồng cỏ ( những khu vực mà khả năng nguỵ trang của chúng phù hợp nhất ) . Trong số các loại mèo lớn , chỉ có hổ và báo đốm Mỹ ( "" jaguar "" ) là bơi tốt , và thông thường người ta hay thấy hổ tắm trong ao , hồ và sông ."
1569654993,Sở trường của Nguyễn Tuân là gì,"Nguyễn Tuân ( 10 / 7 / 1910  – 28 / 7/1987) , sở trường về tuỳ bút và ký , được tặng Giải thưởng Hồ Chí Minh về văn học nghệ thuật năm 1996 . Tác phẩm của Nguyễn Tuân luôn thể hiện phong cách độc đáo , tài hoa , sự hiểu biết phong phú nhiều mặt và vốn ngôn ngữ , giàu có , điêu luyện ."
1569654809,Máy bay còn có tên gọi nào khác,"Khi Johnson có mặt trên boong , chiếc máy bay được dùng tên định danh Air Force One . Chiếc máy bay này hiện được trưng bày , với các máy bay khác của tổng thống , tại Bảo tàng Không quân Quốc gia Hoa Kỳ ở Căn cứ Không quân Wright Patterson gần Dayton , Ohio ."
1569654798,George Washington là ai,"George Washington ( , 22 tháng 2 năm 1732 – 14 tháng 12 năm 1799 ) là nhà lãnh đạo chính trị và quân sự có ảnh hưởng lớn đối với quốc gia non trẻ Hoa Kỳ từ năm 1775 đến năm 1799 . Ông đã lãnh đạo người Mỹ chiến thắng Vương quốc Anh trong cuộc Chiến tranh Cách mạng Mỹ với tư cách là tổng tư lệnh Lục quân Lục địa năm 1775 – 1783 , và ông cũng đã trông coi việc viết ra Hiến pháp Hoa Kỳ năm 1787 ."
1569654786,Những người viết về lịch sử gọi là gì,Những học giả viết về lịch sử được gọi là nhà sử học. Các sự kiện xảy ra trước khi được ghi chép lại được coi là thời tiền sử.
1569654740,Nguyễn Nhật Ánh sinh năm mấy,"Nguyễn Nhật Ánh là nhà văn Việt Nam chuyên viết cho tuổi mới lớn . Ông sinh ngày 7 tháng 5 năm 1955 tại làng Đo Đo , xã Bình Quế , huyện Thăng Bình , tỉnh Quảng Nam ."
1569654731,Các loại gỗ nhóm 1 thường được dùng làm gì,"Gỗ nhóm 1 ở Việt Nam là những loại gỗ quý . Tiêu chuẩn chính của các loại gỗ trong nhóm này là gỗ có màu sắc , vân thớ đẹp , hương vị thơm và rất khan hiếm , có giá trị kinh tế cao nhất . Các loại gỗ trong nhóm này thường dùng làm đồ mỹ nghệ , gỗ lạng , hàng mộc chạm khảm , ván sàn đặc biệt ..."
1569654715,Rắn hổ mang chúa thuộc họ gì,""" Ophiophagus hannah "" thuộc về chi "" Ophiophagus "" đơn diện , họ Elapidae ( họ rắn hổ ) . Trong khi hầu hết những loài rắn hổ mang khác là thành viên thuộc chi Naja . Loài này được phân biệt với các loài hổ mang khác dựa theo kích thước và mang cổ ."
1569654706,Ba Lan là nước mạnh nhất châu Âu dưới triều đại nào,"Quốc gia Ba Lan được thành lập từ hơn 1.000 năm trước và đạt tới thời kỳ hoàng kim ở gần cuối thế kỷ XVI dưới thời Triều đại Jagiellonia , khi Ba Lan là một trong những nước lớn nhất , giàu nhất và mạnh nhất Châu Âu ."
1569654634,Nơi nào ở nước ta sở hữu nhiều danh hiệu UNESCO nhất,Vùng đồng bằng sông Hồng và duyên hải Đông Bắc là vùng du lịch có nhiều danh hiệu UNESCO nhất .
1569654612,Đám tang còn có tên gọi gì khác,"Những khách hàng nổi tiếng khác gồm có các gia đình Guinness , Grimaldi và Kennedy ; họ mặc quần áo hiệu Givenchy khi đi đám tang John F. Kennedy ."
1569654594,Ánh sáng đơn sắc là gì,Ánh sáng đơn sắc là ánh sáng khi chiếu ra có một màu nhất định. Ánh sáng này không thể phân tích thành các ánh sáng có màu khác nhau giống như ánh sáng đa sắc. Hiện nay ánh sáng do đèn led phát ra là sẽ tạo thành một nguồn sáng đơn sắc trong phạm vi hẹp của bước sóng ánh sáng.
1569654554,Lại Văn Sâm sinh năm mấy,"Lại Văn Sâm ( sinh ngày 10 tháng 6 năm 1957 ) là một nhà báo , người dẫn chương trình truyền hình , biên tập viên của Đài truyền hình Việt Nam ( VTV ) . Ông là một trong những người đề xuất đưa các trò chơi truyền hình lên kênh VTV 3 ."
1569654546,Phan Văn Vĩnh sinh năm mấy,"Phan Văn Vĩnh sinh ngày 19 tháng 5 năm 1955 tại thị trấn Ngô Đồng , huyện Giao Thuỷ , tỉnh Nam Định ."
1569654538,Karl Heinrich Marx sinh ra ở đâu,"Karl Heinrich Marx ( , thường được phiên âm là Các Mác trong các tài liệu tiếng Việt hoặc Hán Việt là Mã Khắc Tư ; sinh 5 tháng 5 năm 1818 tại Trier , Vương quốc Phổ – mất 14 tháng 3 năm 1883 tại Luân Đôn , Vương quốc Anh ) là nhà triết học người Đức gốc Do thái , và cũng là nhà kinh tế , nhà sử học , nhà lãnh đạo cách mạng của Hiệp hội Người lao động Quốc tế ."
1569654505,Ai là người sáng lập nhà Tiền Lê,"Năm 982 , ba sứ thần mà Lê Hoàn ( người sáng lập ra nhà Tiền Lê ) gửi đến Chăm Pa đã bị bắt giữ . Lê Hoàn đã quyết định mở một cuộc tấn công vào vương quốc Indrapura và giết chết vua Chăm Parameshvaravarman I. Như một kết cục của sự thất bại , người Chăm cuối cùng đã bỏ rơi Indrapura vào khoảng năm 1000 ."
1569654456,Phim gia đình là số 1 kể về gì,"Gia đình là số 1 hay còn gọi là High Kick là một bộ phim truyền hình Việt Nam thuộc thể loại hài kịch tình huống  ( sitcom ) được làm lại từ bộ phim cùng tên phiên bản Hàn Quốc "" Gia đình là số một "" . Bộ phim được lên sóng trên kênh HTV7 từ ngày 18/1/2017 từ Thứ hai đến Thứ năm hàng tuần vào lúc 19h5 0 ."
1569654411,Tỉnh Bạc Liêu được thành lập ngày tháng năm nào,"Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900 . Ngày 22 tháng 10 năm 1956 , tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên . Ngày 8 tháng 9 năm 1964 , tỉnh Bạc Liêu được tái lập trở lại . Tháng 2 năm 1976 , tỉnh Bạc Liêu lại bị giải thể , nhập vào tỉnh Minh Hải ."
1569654398,Luật bóng đá là gì,"Luật bóng đá là hệ thống quy định của FIFA trong việc chơi bóng đá , kể cả bóng đá trên sân cỏ chính thức , bóng đá trong nhà ... , áp dụng trên tất cả các nước ."
1569654387,Công trình nào có diện tích mặt sàn lớn nhất Việt Nam,Đây là toà nhà cao nhất Việt Nam từ năm 2010 đến tháng 2-2018 và là công trình có diện tích sàn lớn nhất Việt Nam cho tới thời điểm hiện tại
1569654352,Lại Văn Sâm du học ở Liên Xô bao lâu,"Lại Văn Sâm sinh ra tại thị xã Phú Thọ , tỉnh Phú Thọ . Ông du học ở Liên Xô trong 12 năm với tấm bằng nghiên cứu tiếng Hindi chứ không phải chuyên ngành báo chí . Người ta biết nhiều về ông qua vai trò là người dẫn chương trình cho các trò chơi truyền hình của VTV3 như : "" SV 96 "" , "" SV 2000 "" , "" Trò chơi thi đấu liên tỉnh "" , "" Đấu trí "" , "" Đấu trường 100 "" , "" Chiếc nón kỳ diệu "" , "" Hãy chọn giá đúng "" , "" Chúng tôi là chiến sĩ "" ... và hiện tại là trò chơi "" Ai là triệu phú "" , chương trình "" Không giới hạn - Sasuke Việt Nam "" ."
1569654338,Ngã ba Đồng Lộc nằm ở đâu,"Ngã ba Đồng Lộc thuộc thị trấn Đồng Lộc , huyện Can Lộc , tỉnh Hà Tĩnh , nằm trên con đường mòn Hồ Chí Minh xuyên qua dãy Trường Sơn ở tỉnh Hà Tĩnh , là giao điểm của quốc lộ 15A và tỉnh lộ 2 của Hà Tĩnh , thuộc địa phận thị trấn Đồng Lộc , huyện Can Lộc ."
1569654328,Diện tích Tử Cấm Thành là bao nhiêu,"Diện tích Tử Cấm Thành là 720.000 m2, gồm 800 cung và 9999 phòng. Do đó, UNESCO đã xếp Cố Cung vào loại quần thể cổ bằng gỗ lớn nhất thế giới và được công nhận là Di sản thế giới tại Trung Quốc vào năm 1987 với tên gọi là Cung điện triều Minh và triều Thanh tại Bắc Kinh và Thẩm Dương"
1569654266,Đại hội thể thao Đông Nam Á là sự kiện gì,"Đại hội Thể thao Đông Nam Á ( tiếng Anh : SEA Games hay South East Asian Games ) , là một sự kiện thể thao tổ chức hai năm một lần vào giữa chu kỳ Đại hội Olympic và Đại hội Thể thao châu Á , với sự tham gia của các vận động viên từ 11 nước trong khu vực Đông Nam Á hiện nay ."
1569654250,Lại Văn Sâm sinh ra tại đâu,"Lại Văn Sâm sinh ra tại thị xã Phú Thọ , tỉnh Phú Thọ . Ông du học ở Liên Xô trong 12 năm với tấm bằng nghiên cứu tiếng Hindi chứ không phải chuyên ngành báo chí . Người ta biết nhiều về ông qua vai trò là người dẫn chương trình cho các trò chơi truyền hình của VTV3 như : "" SV 96 "" , "" SV 2000 "" , "" Trò chơi thi đấu liên tỉnh "" , "" Đấu trí "" , "" Đấu trường 100 "" , "" Chiếc nón kỳ diệu "" , "" Hãy chọn giá đúng "" , "" Chúng tôi là chiến sĩ "" ... và hiện tại là trò chơi "" Ai là triệu phú "" , chương trình "" Không giới hạn - Sasuke Việt Nam "" ."
1569654240,Hình thang là gì,Hình thang trong hình học Euclide là một tứ giác lồi có hai cạnh song song . Hai cạnh song song này được gọi là các cạnh đáy của hình thang .
1569654115,Đường bộ lên đỉnh Yên Tử là bao nhiêu mét,"Trên đỉnh núi thường có mây bao phủ nên ngày trước có tên gọi là Bạch Vân sơn . Tổng chiều dài đường bộ để lên đỉnh Yên Tử ( chùa Đồng ) là khoảng 6000m với 6 giờ đi bộ liên tục qua hàng ngàn bậc đá , đường rừng núi ..."
1569654099,Lý Liên Kiệt sáng lập môn võ Công Thủ Đạo dựa trên nền tảng nào,"Lý Liên Kiệt ( sinh ngày 26 tháng 4 năm 1963 ) là một nam diễn viên võ thuật nổi tiếng người Trung Quốc . Ngoài vai trò diễn viên , Lý Liên Kiệt còn được biết tới là nhà sản xuất , nhà hoạt động từ thiện . Vào năm 2017 , Lý Liên Kiệt đã giới thiệu tới công chúng môn võ Công Thủ Đạo với tư cách là người sáng lập dựa trên nền tảng của Thái cực quyền ."
1569653904,Núi cao nhất tại Bhutan là gì,"Núi cao nhất tại Bhutan là Gangkhar Puensum , là một ứng cử viên chính của danh hiệu núi cao nhất chưa bị chinh phục trên thế giới ."
